bowler,overs,runs,wickets,maidens,economy,dot_balls,fours,sixes,wide_balls,no_balls,Match_id,team
Noor Ahmad,4.0,18.0,2,0.0,4.5,13.0,1.0,0.0,0.0,0.0,30th,Gujarat Titans
Hardik Pandya,1.0,7.0,0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,30th,Gujarat Titans
Rahul Tewatia,1.0,8.0,0,0.0,8.0,4.0,0.0,1.0,1.0,0.0,30th,Gujarat Titans
Arjun Tendulkar,3.0,48.0,1,0.0,16.0,4.0,6.0,2.0,4.0,1.0,31st,Mumbai Indians
Jason Behrendorff,3.0,41.0,1,0.0,13.66,6.0,2.0,4.0,1.0,0.0,31st,Mumbai Indians
Cameron Green,4.0,41.0,2,0.0,10.25,9.0,2.0,4.0,0.0,0.0,31st,Mumbai Indians
Jofra Archer,4.0,42.0,1,0.0,10.5,8.0,3.0,3.0,1.0,0.0,31st,Mumbai Indians
Piyush Chawla,3.0,15.0,2,0.0,5.0,12.0,2.0,0.0,1.0,0.0,31st,Mumbai Indians
Hrithik Shokeen,3.0,24.0,0,0.0,8.0,7.0,1.0,1.0,0.0,1.0,31st,Mumbai Indians
Matthew Short,1.0,7.0,0,0.0,7.0,3.0,1.0,0.0,1.0,0.0,31st,Punjab Kings
Arshdeep Singh,4.0,29.0,4,0.0,7.25,12.0,2.0,2.0,1.0,0.0,31st,Punjab Kings
Harpreet Brar,2.0,15.0,0,0.0,7.5,5.0,1.0,1.0,0.0,0.0,31st,Punjab Kings
Sam Curran,3.0,41.0,0,0.0,13.66,2.0,3.0,3.0,1.0,0.0,31st,Punjab Kings
Nathan Ellis,4.0,44.0,1,0.0,11.0,5.0,2.0,3.0,0.0,0.0,31st,Punjab Kings
Rahul Chahar,4.0,42.0,0,0.0,10.5,4.0,4.0,2.0,0.0,0.0,31st,Punjab Kings
Liam Livingstone,2.0,23.0,1,0.0,11.5,2.0,4.0,0.0,0.0,0.0,31st,Punjab Kings
Trent Boult,4.0,41.0,2,0.0,10.25,8.0,6.0,0.0,1.0,0.0,32nd,Rajasthan Royals
Sandeep Sharma,4.0,49.0,2,0.0,12.25,9.0,7.0,2.0,1.0,0.0,32nd,Rajasthan Royals
Ravichandran Ashwin,4.0,36.0,1,0.0,9.0,7.0,2.0,2.0,1.0,0.0,32nd,Rajasthan Royals
Yuzvendra Chahal,4.0,28.0,1,0.0,7.0,7.0,0.0,1.0,2.0,0.0,32nd,Rajasthan Royals
Jason Holder,4.0,32.0,0,0.0,8.0,6.0,3.0,1.0,0.0,0.0,32nd,Rajasthan Royals
Mohammed Siraj,4.0,39.0,1,0.0,9.75,8.0,4.0,1.0,3.0,0.0,32nd,Royal Challengers Bangalore
David Willey,4.0,26.0,1,0.0,6.5,11.0,2.0,1.0,1.0,0.0,32nd,Royal Challengers Bangalore
Vijaykumar Vyshak,2.0,24.0,0,0.0,12.0,4.0,5.0,0.0,1.0,0.0,32nd,Royal Challengers Bangalore
Glenn Maxwell,2.0,25.0,0,0.0,12.5,3.0,2.0,2.0,0.0,0.0,32nd,Royal Challengers Bangalore
Harshal Patel,4.0,32.0,3,0.0,8.0,8.0,3.0,1.0,1.0,0.0,32nd,Royal Challengers Bangalore
Wanindu Hasaranga,4.0,32.0,0,0.0,8.0,5.0,2.0,1.0,0.0,0.0,32nd,Royal Challengers Bangalore
Umesh Yadav,3.0,35.0,0,0.0,11.66,7.0,3.0,3.0,0.0,0.0,33rd,Kolkata Knight Riders
David Wiese,3.0,38.0,0,0.0,12.66,3.0,3.0,2.0,0.0,0.0,33rd,Kolkata Knight Riders
Varun Chakravarthy,4.0,49.0,1,0.0,12.25,8.0,2.0,5.0,0.0,0.0,33rd,Kolkata Knight Riders
Kulwant Khejroliya,3.0,44.0,2,0.0,14.66,5.0,2.0,4.0,0.0,1.0,33rd,Kolkata Knight Riders
Sunil Narine,2.0,23.0,0,0.0,11.5,3.0,1.0,2.0,0.0,0.0,33rd,Kolkata Knight Riders
Suyash Sharma,4.0,29.0,1,0.0,7.25,8.0,2.0,1.0,0.0,0.0,33rd,Kolkata Knight Riders
Andre Russell,1.0,17.0,0,0.0,17.0,0.0,1.0,1.0,2.0,0.0,33rd,Kolkata Knight Riders
Akash Singh,4.0,29.0,1,0.0,7.25,13.0,4.0,1.0,1.0,0.0,33rd,Chennai Super Kings
Tushar Deshpande,4.0,43.0,2,0.0,10.75,12.0,3.0,3.0,4.0,0.0,33rd,Chennai Super Kings
Maheesh Theekshana,4.0,32.0,2,0.0,8.0,8.0,3.0,1.0,1.0,0.0,33rd,Chennai Super Kings
Moeen Ali,1.0,20.0,1,0.0,20.0,1.0,0.0,3.0,0.0,0.0,33rd,Chennai Super Kings
Ravindra Jadeja,3.0,34.0,1,0.0,11.33,5.0,2.0,3.0,0.0,0.0,33rd,Chennai Super Kings
Matheesha Pathirana,4.0,27.0,1,0.0,6.75,11.0,2.0,1.0,3.0,0.0,33rd,Chennai Super Kings
Bhuvneshwar Kumar,4.0,11.0,2,0.0,2.75,16.0,1.0,0.0,0.0,0.0,34th,Sunrisers Hyderabad
Marco Jansen,2.0,27.0,0,0.0,13.5,4.0,4.0,1.0,0.0,0.0,34th,Sunrisers Hyderabad
Washington Sundar,4.0,28.0,3,0.0,7.0,10.0,2.0,1.0,0.0,0.0,34th,Sunrisers Hyderabad
T Natarajan,3.0,21.0,1,0.0,7.0,3.0,2.0,0.0,0.0,0.0,34th,Sunrisers Hyderabad
Mayank Markande,4.0,34.0,0,0.0,8.5,7.0,4.0,0.0,1.0,0.0,34th,Sunrisers Hyderabad
Umran Malik,2.0,14.0,0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,34th,Sunrisers Hyderabad
Aiden Markram,1.0,7.0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,34th,Sunrisers Hyderabad
Ishant Sharma,3.0,18.0,1,0.0,6.0,8.0,2.0,0.0,0.0,0.0,34th,Delhi Capitals
Anrich Nortje,4.0,33.0,2,0.0,8.25,10.0,4.0,1.0,0.0,0.0,34th,Delhi Capitals
Mukesh Kumar,3.0,27.0,0,0.0,9.0,4.0,4.0,0.0,0.0,0.0,34th,Delhi Capitals
Axar Patel,4.0,21.0,2,0.0,5.25,8.0,1.0,0.0,0.0,0.0,34th,Delhi Capitals
Kuldeep Yadav,4.0,22.0,1,0.0,5.5,6.0,1.0,0.0,0.0,0.0,34th,Delhi Capitals
Mitchell Marsh,2.0,16.0,0,0.0,8.0,3.0,1.0,0.0,0.0,1.0,34th,Delhi Capitals
Arjun Tendulkar,2.0,9.0,1,0.0,4.5,7.0,0.0,0.0,0.0,0.0,35th,Mumbai Indians
Jason Behrendorff,4.0,37.0,1,0.0,9.25,8.0,2.0,2.0,2.0,0.0,35th,Mumbai Indians
Riley Meredith,4.0,49.0,1,0.0,12.25,6.0,4.0,3.0,2.0,0.0,35th,Mumbai Indians
Cameron Green,2.0,39.0,0,0.0,19.5,0.0,2.0,4.0,0.0,0.0,35th,Mumbai Indians
Piyush Chawla,4.0,34.0,2,0.0,8.5,7.0,3.0,1.0,1.0,0.0,35th,Mumbai Indians
Kumar Kartikeya,4.0,39.0,1,0.0,9.75,7.0,3.0,2.0,0.0,0.0,35th,Mumbai Indians
Mohammed Shami,4.0,18.0,0,0.0,4.5,14.0,2.0,0.0,1.0,0.0,35th,Gujarat Titans
Hardik Pandya,2.0,10.0,1,0.0,5.0,8.0,0.0,1.0,0.0,0.0,35th,Gujarat Titans
Rashid Khan,4.0,27.0,2,0.0,6.75,10.0,2.0,1.0,0.0,0.0,35th,Gujarat Titans
Noor Ahmad,4.0,37.0,3,0.0,9.25,10.0,2.0,3.0,0.0,0.0,35th,Gujarat Titans
Mohit Sharma,4.0,38.0,2,0.0,9.5,7.0,1.0,3.0,0.0,0.0,35th,Gujarat Titans
Josh Little,2.0,18.0,0,0.0,9.0,2.0,1.0,1.0,0.0,0.0,35th,Gujarat Titans
Mohammed Siraj,4.0,33.0,1,0.0,8.25,11.0,5.0,1.0,0.0,0.0,36th,Royal Challengers Bangalore
David Willey,3.0,31.0,0,0.0,10.33,5.0,4.0,1.0,1.0,0.0,36th,Royal Challengers Bangalore
Wanindu Hasaranga,4.0,24.0,2,0.0,6.0,10.0,3.0,0.0,0.0,0.0,36th,Royal Challengers Bangalore
Shahbaz Ahmed,1.0,25.0,0,0.0,25.0,1.0,0.0,4.0,0.0,0.0,36th,Royal Challengers Bangalore
Vijaykumar Vyshak,4.0,41.0,2,0.0,10.25,3.0,2.0,2.0,3.0,0.0,36th,Royal Challengers Bangalore
Harshal Patel,4.0,44.0,0,0.0,11.0,7.0,2.0,4.0,1.0,0.0,36th,Royal Challengers Bangalore
Vaibhav Arora,2.0,22.0,0,0.0,11.0,3.0,3.0,0.0,1.0,0.0,36th,Kolkata Knight Riders
Umesh Yadav,1.0,19.0,0,0.0,19.0,0.0,1.0,2.0,0.0,0.0,36th,Kolkata Knight Riders
Suyash Sharma,4.0,30.0,2,0.0,7.5,5.0,3.0,0.0,1.0,0.0,36th,Kolkata Knight Riders
Varun Chakravarthy,4.0,27.0,3,0.0,6.75,9.0,2.0,1.0,0.0,0.0,36th,Kolkata Knight Riders
Andre Russell,4.0,29.0,2,0.0,7.25,11.0,1.0,2.0,0.0,0.0,36th,Kolkata Knight Riders
Sunil Narine,4.0,41.0,0,0.0,10.25,2.0,1.0,2.0,0.0,0.0,36th,Kolkata Knight Riders
Nitish Rana,1.0,8.0,0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,36th,Kolkata Knight Riders
Akash Singh,2.0,32.0,0,0.0,16.0,3.0,6.0,1.0,0.0,0.0,37th,Chennai Super Kings
Tushar Deshpande,4.0,42.0,2,0.0,10.5,10.0,5.0,2.0,0.0,0.0,37th,Chennai Super Kings
Maheesh Theekshana,4.0,24.0,1,0.0,6.0,11.0,3.0,0.0,1.0,0.0,37th,Chennai Super Kings
Ravindra Jadeja,4.0,32.0,1,0.0,8.0,6.0,2.0,1.0,1.0,0.0,37th,Chennai Super Kings
Moeen Ali,2.0,17.0,0,0.0,8.5,2.0,0.0,1.0,0.0,0.0,37th,Chennai Super Kings
Matheesha Pathirana,4.0,48.0,0,0.0,12.0,5.0,5.0,1.0,2.0,0.0,37th,Chennai Super Kings
Sandeep Sharma,4.0,24.0,0,0.0,6.0,10.0,3.0,0.0,0.0,0.0,37th,Rajasthan Royals
Kuldip Yadav,3.0,18.0,1,0.0,6.0,4.0,1.0,0.0,0.0,0.0,37th,Rajasthan Royals
Jason Holder,4.0,49.0,0,0.0,12.25,4.0,4.0,3.0,1.0,0.0,37th,Rajasthan Royals
Ravichandran Ashwin,4.0,35.0,2,0.0,8.75,7.0,1.0,2.0,0.0,0.0,37th,Rajasthan Royals
Adam Zampa,3.0,22.0,3,0.0,7.33,7.0,2.0,1.0,0.0,0.0,37th,Rajasthan Royals
Yuzvendra Chahal,2.0,21.0,0,0.0,10.5,3.0,2.0,1.0,0.0,0.0,37th,Rajasthan Royals
Gurnoor Brar,3.0,42.0,0,0.0,14.0,7.0,4.0,3.0,1.0,2.0,38th,Punjab Kings
Arshdeep Singh,4.0,54.0,1,0.0,13.5,4.0,10.0,0.0,2.0,0.0,38th,Punjab Kings
Kagiso Rabada,4.0,52.0,2,0.0,13.0,12.0,3.0,5.0,2.0,2.0,38th,Punjab Kings
Sikandar Raza,1.0,17.0,0,0.0,17.0,2.0,1.0,2.0,0.0,0.0,38th,Punjab Kings
Rahul Chahar,4.0,29.0,0,0.0,7.25,8.0,2.0,1.0,0.0,0.0,38th,Punjab Kings
Sam Curran,3.0,38.0,1,0.0,12.66,5.0,4.0,2.0,0.0,0.0,38th,Punjab Kings
Liam Livingstone,1.0,19.0,1,0.0,19.0,1.0,3.0,1.0,0.0,0.0,38th,Punjab Kings
Marcus Stoinis,1.5,21.0,1,0.0,11.45,5.0,2.0,1.0,4.0,0.0,38th,Lucknow Super Giants
Kyle Mayers,1.0,4.0,0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,38th,Lucknow Super Giants
Ayush Badoni,0.1,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38th,Lucknow Super Giants
Naveen-ul-Haq,4.0,30.0,3,0.0,7.5,11.0,2.0,0.0,1.0,1.0,38th,Lucknow Super Giants
Avesh Khan,2.0,28.0,0,0.0,14.0,1.0,3.0,1.0,0.0,0.0,38th,Lucknow Super Giants
Amit Mishra,2.0,23.0,0,0.0,11.5,1.0,2.0,1.0,0.0,0.0,38th,Lucknow Super Giants
Ravi Bishnoi,4.0,41.0,2,0.0,10.25,9.0,4.0,2.0,0.0,1.0,38th,Lucknow Super Giants
Yash Thakur,3.5,37.0,4,0.0,9.65,9.0,3.0,2.0,1.0,0.0,38th,Lucknow Super Giants
Krunal Pandya,1.0,13.0,0,0.0,13.0,2.0,1.0,1.0,1.0,0.0,38th,Lucknow Super Giants
Mohammed Shami,4.0,33.0,3,0.0,8.25,12.0,3.0,2.0,0.0,0.0,39th,Gujarat Titans
Hardik Pandya,3.0,34.0,0,0.0,11.33,9.0,3.0,3.0,1.0,0.0,39th,Gujarat Titans
Rashid Khan,4.0,54.0,0,0.0,13.5,3.0,3.0,4.0,1.0,0.0,39th,Gujarat Titans
Josh Little,4.0,25.0,2,0.0,6.25,12.0,2.0,1.0,0.0,0.0,39th,Gujarat Titans
Noor Ahmad,4.0,21.0,2,0.0,5.25,12.0,1.0,1.0,1.0,0.0,39th,Gujarat Titans
Mohit Sharma,1.0,12.0,0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,39th,Gujarat Titans
Harshit Rana,3.0,25.0,1,0.0,8.33,6.0,4.0,0.0,1.0,0.0,39th,Kolkata Knight Riders
Andre Russell,3.0,29.0,1,0.0,9.66,6.0,3.0,1.0,1.0,0.0,39th,Kolkata Knight Riders
Varun Chakravarthy,4.0,42.0,0,0.0,10.5,7.0,3.0,3.0,0.0,0.0,39th,Kolkata Knight Riders
Suyash Sharma,4.0,37.0,0,0.0,9.25,7.0,3.0,2.0,0.0,0.0,39th,Kolkata Knight Riders
Sunil Narine,3.0,24.0,1,0.0,8.0,3.0,1.0,1.0,0.0,0.0,39th,Kolkata Knight Riders
Nitish Rana,0.5,14.0,0,0.0,16.8,0.0,1.0,1.0,1.0,0.0,39th,Kolkata Knight Riders
Ishant Sharma,3.0,31.0,1,0.0,10.33,9.0,7.0,0.0,0.0,0.0,40th,Delhi Capitals
Anrich Nortje,4.0,44.0,0,0.0,11.0,4.0,4.0,1.0,2.0,0.0,40th,Delhi Capitals
Mukesh Kumar,2.0,38.0,0,0.0,19.0,2.0,4.0,2.0,2.0,1.0,40th,Delhi Capitals
Mitchell Marsh,4.0,27.0,4,1.0,6.75,12.0,1.0,2.0,2.0,0.0,40th,Delhi Capitals
Kuldeep Yadav,3.0,27.0,0,0.0,9.0,4.0,1.0,2.0,0.0,0.0,40th,Delhi Capitals
Axar Patel,4.0,29.0,1,0.0,7.25,7.0,0.0,2.0,2.0,0.0,40th,Delhi Capitals
Bhuvneshwar Kumar,4.0,45.0,1,0.0,11.25,5.0,3.0,2.0,3.0,0.0,40th,Sunrisers Hyderabad
Akeal Hosein,4.0,40.0,1,0.0,10.0,6.0,4.0,2.0,0.0,0.0,40th,Sunrisers Hyderabad
T Natarajan,4.0,34.0,1,0.0,8.5,4.0,2.0,1.0,0.0,0.0,40th,Sunrisers Hyderabad
Umran Malik,1.0,22.0,0,0.0,22.0,0.0,2.0,2.0,0.0,0.0,40th,Sunrisers Hyderabad
Mayank Markande,4.0,20.0,2,0.0,5.0,7.0,1.0,0.0,0.0,0.0,40th,Sunrisers Hyderabad
Abhishek Sharma,3.0,26.0,1,0.0,8.66,5.0,2.0,1.0,0.0,0.0,40th,Sunrisers Hyderabad
Arshdeep Singh,4.0,37.0,1,0.0,9.25,8.0,5.0,0.0,3.0,0.0,41st,Punjab Kings
Kagiso Rabada,4.0,34.0,0,0.0,8.5,8.0,4.0,1.0,1.0,0.0,41st,Punjab Kings
Sam Curran,4.0,46.0,1,0.0,11.5,7.0,5.0,2.0,3.0,0.0,41st,Punjab Kings
Rahul Chahar,4.0,35.0,1,0.0,8.75,7.0,2.0,2.0,0.0,0.0,41st,Punjab Kings
Sikandar Raza,3.0,31.0,1,0.0,10.33,6.0,4.0,1.0,0.0,0.0,41st,Punjab Kings
Liam Livingstone,1.0,16.0,0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,41st,Punjab Kings
Akash Singh,3.0,35.0,0,0.0,11.66,4.0,3.0,2.0,1.0,0.0,41st,Chennai Super Kings
Tushar Deshpande,4.0,49.0,3,0.0,12.25,10.0,3.0,4.0,2.0,0.0,41st,Chennai Super Kings
Maheesh Theekshana,4.0,36.0,0,0.0,9.0,5.0,4.0,0.0,1.0,0.0,41st,Chennai Super Kings
Ravindra Jadeja,4.0,32.0,2,0.0,8.0,8.0,1.0,2.0,0.0,0.0,41st,Chennai Super Kings
Moeen Ali,1.0,10.0,0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,41st,Chennai Super Kings
Matheesha Pathirana,4.0,32.0,1,0.0,8.0,6.0,2.0,0.0,1.0,0.0,41st,Chennai Super Kings
Cameron Green,3.0,31.0,0,0.0,10.33,10.0,2.0,2.0,4.0,0.0,42nd,Mumbai Indians
Jofra Archer,4.0,35.0,1,0.0,8.75,16.0,2.0,3.0,3.0,1.0,42nd,Mumbai Indians
Riley Meredith,4.0,51.0,1,0.0,12.75,7.0,9.0,1.0,2.0,0.0,42nd,Mumbai Indians
Piyush Chawla,4.0,34.0,2,0.0,8.5,11.0,2.0,3.0,0.0,0.0,42nd,Mumbai Indians
Kumar Kartikeya,2.0,14.0,0,0.0,7.0,6.0,1.0,1.0,0.0,0.0,42nd,Mumbai Indians
Arshad Khan,3.0,39.0,3,0.0,13.0,5.0,4.0,2.0,3.0,0.0,42nd,Mumbai Indians
Trent Boult,4.0,43.0,1,0.0,10.75,8.0,7.0,0.0,2.0,0.0,42nd,Rajasthan Royals
Sandeep Sharma,4.0,35.0,1,0.0,8.75,5.0,3.0,1.0,2.0,0.0,42nd,Rajasthan Royals
Ravichandran Ashwin,4.0,27.0,2,0.0,6.75,8.0,0.0,2.0,1.0,0.0,42nd,Rajasthan Royals
Yuzvendra Chahal,3.0,32.0,0,0.0,10.66,5.0,3.0,2.0,0.0,0.0,42nd,Rajasthan Royals
Jason Holder,3.3,55.0,0,0.0,15.71,4.0,5.0,4.0,2.0,0.0,42nd,Rajasthan Royals
Kuldeep Sen,1.0,20.0,0,0.0,20.0,2.0,3.0,1.0,0.0,1.0,42nd,Rajasthan Royals
Krunal Pandya,4.0,21.0,0,0.0,5.25,8.0,1.0,0.0,0.0,0.0,43rd,Lucknow Super Giants
Marcus Stoinis,1.0,11.0,0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,43rd,Lucknow Super Giants
Naveen-ul-Haq,4.0,30.0,3,0.0,7.5,8.0,3.0,1.0,0.0,0.0,43rd,Lucknow Super Giants
Ravi Bishnoi,4.0,21.0,2,0.0,5.25,7.0,0.0,0.0,0.0,0.0,43rd,Lucknow Super Giants
Amit Mishra,3.0,21.0,2,0.0,7.0,4.0,0.0,1.0,0.0,0.0,43rd,Lucknow Super Giants
Yash Thakur,2.0,12.0,0,0.0,6.0,6.0,1.0,0.0,2.0,0.0,43rd,Lucknow Super Giants
Krishnappa Gowtham,2.0,10.0,1,0.0,5.0,5.0,0.0,0.0,0.0,0.0,43rd,Lucknow Super Giants
Mohammed Siraj,3.0,24.0,1,0.0,8.0,11.0,4.0,0.0,3.0,1.0,43rd,Royal Challengers Bangalore
Josh Hazlewood,3.0,15.0,2,0.0,5.0,13.0,1.0,1.0,0.0,1.0,43rd,Royal Challengers Bangalore
Glenn Maxwell,1.0,3.0,1,0.0,3.0,3.0,0.0,0.0,0.0,0.0,43rd,Royal Challengers Bangalore
Wanindu Hasaranga,4.0,20.0,1,0.0,5.0,14.0,0.0,2.0,0.0,0.0,43rd,Royal Challengers Bangalore
Karn Sharma,4.0,20.0,2,0.0,5.0,12.0,1.0,1.0,0.0,0.0,43rd,Royal Challengers Bangalore
Harshal Patel,3.5,20.0,1,0.0,5.21,9.0,2.0,0.0,0.0,0.0,43rd,Royal Challengers Bangalore
Mahipal Lomror,1.0,4.0,0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,43rd,Royal Challengers Bangalore
Mohammed Shami,4.0,11.0,4,0.0,2.75,19.0,1.0,0.0,0.0,0.0,44th,Gujarat Titans
Hardik Pandya,1.0,10.0,0,0.0,10.0,3.0,2.0,0.0,0.0,1.0,44th,Gujarat Titans
Josh Little,3.0,27.0,0,0.0,9.0,6.0,4.0,0.0,0.0,0.0,44th,Gujarat Titans
Rashid Khan,4.0,28.0,1,0.0,7.0,12.0,0.0,3.0,1.0,0.0,44th,Gujarat Titans
Noor Ahmad,4.0,20.0,0,0.0,5.0,11.0,1.0,0.0,2.0,0.0,44th,Gujarat Titans
Mohit Sharma,4.0,33.0,2,0.0,8.25,7.0,1.0,2.0,0.0,0.0,44th,Gujarat Titans
Khaleel Ahmed,4.0,24.0,2,1.0,6.0,12.0,4.0,0.0,0.0,0.0,44th,Delhi Capitals
Ishant Sharma,4.0,23.0,2,0.0,5.75,12.0,2.0,0.0,1.0,0.0,44th,Delhi Capitals
Anrich Nortje,4.0,39.0,1,0.0,9.75,11.0,2.0,3.0,2.0,0.0,44th,Delhi Capitals
Kuldeep Yadav,4.0,15.0,1,0.0,3.75,9.0,0.0,0.0,0.0,0.0,44th,Delhi Capitals
Axar Patel,4.0,24.0,0,0.0,6.0,10.0,1.0,1.0,1.0,0.0,44th,Delhi Capitals
Deepak Chahar,4.0,41.0,0,0.0,10.25,9.0,4.0,2.0,0.0,0.0,45th,
Tushar Deshpande,1.0,1.0,0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,45th,
Moeen Ali,4.0,13.0,2,0.0,3.25,11.0,0.0,0.0,0.0,0.0,45th,
